cen006-p0-forestdb-sanity,http://qa.sc.couchbase.com/job/cen006-p0-forestdb-sanity/,957
centos-security_audit,http://qa.sc.couchbase.com/job/test_suite_executor/,160326
cen006-P0-converg-xattrs-vset0-01-subdoc-sdk,http://qa.sc.couchbase.com/job/cen006-P0-converg-xattrs-vset0-01-subdoc-sdk/,462
cen006-p0-security-vset01-00-secrets,http://qa.sc.couchbase.com/job/cen006-p0-security-vset01-00-secrets/,368
centos-xdcr_lww-p0-2,http://qa.sc.couchbase.com/job/test_suite_executor/,160985
centos-backup_recovery_merge,http://qa.sc.couchbase.com/job/test_suite_executor/,161275
centos-transaction_diskautofailover_durability_persist_to_majority_6.5_P0_Set1,http://qa.sc.couchbase.com/job/test_suite_executor-TAF/,3027
centos-backup_recovery_SDK-compression-off-bucket-compression-active,http://qa.sc.couchbase.com/job/test_suite_executor/,160518
centos-query_ansi_joins_clusterops,http://qa.sc.couchbase.com/job/test_suite_executor/,160797
centos-durability_steady_state_subdoc_6.5_P0_persist_active,http://qa.sc.couchbase.com/job/test_suite_executor-TAF/,3089
centos-query_sanity_extended-3_moi,http://qa.sc.couchbase.com/job/test_suite_executor/,160776
centos-analytics_cbas_upgrade_6.0.1_6.5.0,http://qa.sc.couchbase.com/job/test_suite_executor-jython/,7759
centos-durability_steady_state_dgm_6.5_P0_persist_majority,http://qa.sc.couchbase.com/job/test_suite_executor-TAF/,3411
centos-durability_steady_state_large_docs_6.5_P0_majority,http://qa.sc.couchbase.com/job/test_suite_executor-TAF/,3047
centos-nserv_invalid_snap_start_check,http://qa.sc.couchbase.com/job/test_suite_executor/,161066
centos-fts_sanity-scorch,http://qa.sc.couchbase.com/job/test_suite_executor/,160345
centos-durability_rebalance_swap_persist_active_6.5_P0,http://qa.sc.couchbase.com/job/test_suite_executor-TAF/,3367
centos-rqg_pushdown_secondary,http://qa.sc.couchbase.com/job/test_suite_executor/,160887
centos-durability_syncwrite_failures_6.5_P0_majority,http://qa.sc.couchbase.com/job/test_suite_executor-TAF/,3041
centos-query_clusterops-3,http://qa.sc.couchbase.com/job/test_suite_executor/,160442
centos-analytics_rest_secondary_indexes_cluster_operations,http://qa.sc.couchbase.com/job/test_suite_executor-jython/,7727
centos-nserv_invalid_snap_start_check_ephemeral,http://qa.sc.couchbase.com/job/test_suite_executor/,161279
cen7-2i-plasma-set4-job1-functional2itests,http://qa.sc.couchbase.com/job/cen7-2i-plasma-set4-job1-functional2itests/,605
centos-2i_bootstrap-plasma,http://qa.sc.couchbase.com/job/test_suite_executor/,160691
centos-analytics_rest_sql_plus_plus_query_nulls,http://qa.sc.couchbase.com/job/test_suite_executor-jython/,7723
centos-cli_tools_SDK-compression-on-bucket-compression-active,http://qa.sc.couchbase.com/job/test_suite_executor-docker/,29691
centos-durability_steady_state_dgm_6.5_P1_persist_majority,http://qa.sc.couchbase.com/job/test_suite_executor-TAF/,3136
centos-rqg_joins_partitioned,http://qa.sc.couchbase.com/job/test_suite_executor/,160838
centos-xdcr_nwusage,http://qa.sc.couchbase.com/job/test_suite_executor/,161216
centos-durability_bucket_compaction_6.5_P1_persist_majority,http://qa.sc.couchbase.com/job/test_suite_executor-TAF/,3329
centos-durability_rebalance_out_durabilitybreaks_rebalance_in_persist_majority_6.5_P0,http://qa.sc.couchbase.com/job/test_suite_executor-TAF/,3075
centos-analytics_cbas_upgrade,http://qa.sc.couchbase.com/job/test_suite_executor-jython/,7750
centos-2i_rebalance_red_memdb,http://qa.sc.couchbase.com/job/test_suite_executor/,161397
centos-sanity_sanity-compression,http://qa.sc.couchbase.com/job/test_suite_executor/,161183
centos-analytics_rest_rollback,http://qa.sc.couchbase.com/job/test_suite_executor-jython/,7722
centos-epeng_maxttl,http://qa.sc.couchbase.com/job/test_suite_executor/,160424
centos-cli_settings-gsi-compaction,http://qa.sc.couchbase.com/job/test_suite_executor-docker/,29680
centos-eventing_rebalance_timer_op_curl_6.5_P1,http://qa.sc.couchbase.com/job/test_suite_executor/,161232
centos-analytics_rest-jre-less,http://qa.sc.couchbase.com/job/test_suite_executor-jython/,7743
centos-cli_cbrecovery,http://qa.sc.couchbase.com/job/test_suite_executor-docker/,29687
centos-rqg_in_list_operator_6.5_P1,http://qa.sc.couchbase.com/job/test_suite_executor/,161288
cen-nserv-autofailover-disk-full,http://qa.sc.couchbase.com/job/cen-nserv-autofailover-disk-full/,96
centos-rqg_aggregate_functions_partitioned,http://qa.sc.couchbase.com/job/test_suite_executor/,160562
centos-2i_basic-integration-memdb,http://qa.sc.couchbase.com/job/test_suite_executor/,160688
centos-rqg_crud_update_ops_merge_partitioned,http://qa.sc.couchbase.com/job/test_suite_executor/,160605
centos-2i_query-based-recovery-dgm-plasma-P2,http://qa.sc.couchbase.com/job/test_suite_executor/,161044
centos-durability_process_crash_6.5_P0_persist_active,http://qa.sc.couchbase.com/job/test_suite_executor-TAF/,3354
centos-query_dynamic_moi,http://qa.sc.couchbase.com/job/test_suite_executor/,160747
centos-durability_steady_state_subdoc_xattr_6.5_ephemeral_P0_majority,http://qa.sc.couchbase.com/job/test_suite_executor-TAF/,3397
centos-transaction_rebalance_in_out_durability_persist_to_majority_6.5_P0_Set1,http://qa.sc.couchbase.com/job/test_suite_executor-TAF/,3180
centos-durability_rebalance_swap_majority_6.5_P0,http://qa.sc.couchbase.com/job/test_suite_executor-TAF/,3011
centos-rqg_count_distinct_scan,http://qa.sc.couchbase.com/job/test_suite_executor/,160595
centos-durability_subdoc_syncwrite_failures_6.5_P0_persist_majority,http://qa.sc.couchbase.com/job/test_suite_executor-TAF/,3074
centos-nserv_failover_persistence_snap_validate_ephemeral,http://qa.sc.couchbase.com/job/test_suite_executor/,161345
centos-transaction_rebalance_in_out_durability_majority_6.5_P0,http://qa.sc.couchbase.com/job/test_suite_executor-TAF/,3246
centos-query_sanity_extended-3,http://qa.sc.couchbase.com/job/test_suite_executor/,160447
centos-durability_steady_state_6.5_P0_persist_active,http://qa.sc.couchbase.com/job/test_suite_executor-TAF/,3401
centos-analytics_rest_ingestion_interrupt_service_operations,http://qa.sc.couchbase.com/job/test_suite_executor-jython/,7721
centos-query_sanity_extended_moi,http://qa.sc.couchbase.com/job/test_suite_executor/,160796
centos-xdcr_adv-filtering-3,http://qa.sc.couchbase.com/job/test_suite_executor/,160805
centos-2i_bucket-ops,http://qa.sc.couchbase.com/job/test_suite_executor/,160693
centos-ephemeral_2i-scan-consistency-multi-bucket-ephemeral-red,http://qa.sc.couchbase.com/job/test_suite_executor/,160743
centos-durability_steady_state_doc_keys_6.5_P0_persist_majority,http://qa.sc.couchbase.com/job/test_suite_executor-TAF/,3111
centos-durability_sdk_timeouts_6.5_ephemeral_P0_majority,http://qa.sc.couchbase.com/job/test_suite_executor-TAF/,3269
centos-2i_projector-stress_6.5_P1,http://qa.sc.couchbase.com/job/test_suite_executor/,160371
centos-cli_failover,http://qa.sc.couchbase.com/job/test_suite_executor-docker/,29667
centos-2i_index-partitioning-cbd-memdb,http://qa.sc.couchbase.com/job/test_suite_executor/,160710
centos-eventing_rebalance_pause_resume_6.5_P0,http://qa.sc.couchbase.com/job/test_suite_executor/,161228
centos-durability_steady_state_large_docs_6.5_P0_persist_majority,http://qa.sc.couchbase.com/job/test_suite_executor-TAF/,3051
centos-query_n1ql_fts_integration_6.5_P0,http://qa.sc.couchbase.com/job/test_suite_executor/,160463
centos-eventing_tools,http://qa.sc.couchbase.com/job/test_suite_executor/,160828
centos-cli_cluster-edit,http://qa.sc.couchbase.com/job/test_suite_executor-docker/,29662
cen006-p0-upgra-new-with-services-510,http://qa.sc.couchbase.com/job/cen006-p0-upgra-new-with-services-510/,127
centos-backup_recovery_enhance,http://qa.sc.couchbase.com/job/test_suite_executor/,160401
centos-query_xattrs-gsi,http://qa.sc.couchbase.com/job/test_suite_executor/,160462
centos-durability_steady_state_subdoc_xattr_6.5_P0_majority,http://qa.sc.couchbase.com/job/test_suite_executor-TAF/,3394
centos-tunable_failover,http://qa.sc.couchbase.com/job/test_suite_executor-docker-prod2/,1441
centos-query_tools-nulls,http://qa.sc.couchbase.com/job/test_suite_executor/,161358
centos-eventing_vbucket,http://qa.sc.couchbase.com/job/test_suite_executor/,160829
centos-fts_mem-only-indexes-scorch,http://qa.sc.couchbase.com/job/test_suite_executor/,161210
centos-query_covering_tokens,http://qa.sc.couchbase.com/job/test_suite_executor/,160505
centos-tunable_rebalance-out,http://qa.sc.couchbase.com/job/test_suite_executor-docker-prod2/,1437
centos-ephemeral_2i-scan-consistency-multi-bucket-ephemeral-green-SDK-compression-on-bucket-compression-active,http://qa.sc.couchbase.com/job/test_suite_executor/,160738
centos-2i_rebalance_yellow_plasma,http://qa.sc.couchbase.com/job/test_suite_executor/,160382
centos-epeng_basic_ops,http://qa.sc.couchbase.com/job/test_suite_executor/,160354
centos-transaction_concurrency_durability_persist_to_majority_6.5_P0_Set1,http://qa.sc.couchbase.com/job/test_suite_executor-TAF/,3123
centos-2i_crud-recovery-dgm-plasma,http://qa.sc.couchbase.com/job/test_suite_executor/,161022
centos-security_rbac-ldap-cli,http://qa.sc.couchbase.com/job/test_suite_executor/,161415
centos-rqg_crud_update_ops_partitioned,http://qa.sc.couchbase.com/job/test_suite_executor/,160608
centos-query_clusterops_moi,http://qa.sc.couchbase.com/job/test_suite_executor/,160854
centos-eventing_topology_timer_op_curl_6.5_P1,http://qa.sc.couchbase.com/job/test_suite_executor/,160486
centos-query_scalars_6.5_P1,http://qa.sc.couchbase.com/job/test_suite_executor/,160411
centos-durability_replica_update_6.5_P1_persist_majority,http://qa.sc.couchbase.com/job/test_suite_executor-TAF/,3264
centos-analytics_rest_secondary_indexes,http://qa.sc.couchbase.com/job/test_suite_executor-jython/,7741
centos-durability_sdk_timeouts_6.5_P1_persist_majority,http://qa.sc.couchbase.com/job/test_suite_executor-TAF/,3162
centos-durability_process_crash_6.5_ephemeral_P0_majority,http://qa.sc.couchbase.com/job/test_suite_executor-TAF/,3345
centos-nserv_rebalanceinout_P0_Set1-ephemeral,http://qa.sc.couchbase.com/job/test_suite_executor/,160714
centos-u1604-p0-breakpad-sanity,http://qa.sc.couchbase.com/job/centos-u1604-p0-breakpad-sanity/,279
centos7_unit-simple-test,http://cv.jenkins.couchbase.com/view/scheduled-unit-tests/job/unit-simple-test/17835/,17835
centos-durability_replica_update_6.5_P1_persist_active,http://qa.sc.couchbase.com/job/test_suite_executor-TAF/,3292
centos-epeng_bucketflush,http://qa.sc.couchbase.com/job/test_suite_executor/,160430
centos-query_ephm-3-node,http://qa.sc.couchbase.com/job/test_suite_executor/,160526
cen006-p0-fts-vset03-00-dgm-compaction-mossstore,http://qa.sc.couchbase.com/job/cen006-p0-fts-vset03-00-dgm-compaction-mossstore/,400
centos-durability_steady_state_6.5_P1_persist_active,http://qa.sc.couchbase.com/job/test_suite_executor-TAF/,3064
centos-eventing_topology_bucket_op_curl_6.5_P1,http://qa.sc.couchbase.com/job/test_suite_executor/,160504
centos-rqg_pushdown_functional_partitioned,http://qa.sc.couchbase.com/job/test_suite_executor/,160864
centos-2i_recovery-add-index-memdb,http://qa.sc.couchbase.com/job/test_suite_executor/,160646
centos-durability_rebalance_in_ephemeral_majority_6.5_P1,http://qa.sc.couchbase.com/job/test_suite_executor-TAF/,3160
centos-ipv6_fts,http://qa.sc.couchbase.com/job/test_suite_executor/,160639
centos-nonroot-os_certify-dcp,http://qa.sc.couchbase.com/job/centos-nonroot-os_certify-dcp/,240
centos-rqg_ansi_transform_6.5_P1,http://qa.sc.couchbase.com/job/test_suite_executor/,161283
centos-query_n1ql_fts_integration_phase2_syntax_6.5_P1,http://qa.sc.couchbase.com/job/test_suite_executor/,160368
centos-durability_steady_state_large_docs_6.5_ephemeral_P1_majority,http://qa.sc.couchbase.com/job/test_suite_executor-TAF/,3204
centos-rqg_analytics_fields_asc_desc,http://qa.sc.couchbase.com/job/test_suite_executor/,160543
centos-query_monitoring_moi,http://qa.sc.couchbase.com/job/test_suite_executor/,161172
centos-transaction_swap_rebalance_durability_majority_6.5_P0,http://qa.sc.couchbase.com/job/test_suite_executor-TAF/,3189
centos-nonroot-os_certify-tools,http://qa.sc.couchbase.com/job/centos-nonroot-os_certify-tools/,276
centos-fts_rbac,http://qa.sc.couchbase.com/job/test_suite_executor/,160554
centos-durability_steady_state_multibucket_6.5_P0_majority,http://qa.sc.couchbase.com/job/test_suite_executor-TAF/,3208
centos-ephemeral_2i-bootstrap-ephemeral,http://qa.sc.couchbase.com/job/test_suite_executor/,160760
centos-eventing_topology_bucket_op_with_timers,http://qa.sc.couchbase.com/job/test_suite_executor/,160497
centos-xdcr_bidirectional-ssl-eph,http://qa.sc.couchbase.com/job/test_suite_executor/,160665
centos-backup_recovery_merge-p1,http://qa.sc.couchbase.com/job/test_suite_executor/,160465
centos-rqg_analytics_arithmetic_functions,http://qa.sc.couchbase.com/job/test_suite_executor/,160541
centos-query_date-time-functions_moi,http://qa.sc.couchbase.com/job/test_suite_executor/,160856
cen006-p0-upgra-old_550,http://qa.sc.couchbase.com/job/cen006-p0-upgra-old_550/,90
centos-eventing_settings,http://qa.sc.couchbase.com/job/test_suite_executor/,160824
centos-2i_recovery-drop-index-with-kvOps-plasma,http://qa.sc.couchbase.com/job/test_suite_executor/,160716
centos-xdcr_checkpoint-eph,http://qa.sc.couchbase.com/job/test_suite_executor/,160679
centos-xdcr_prioritization_6.5_P0,http://qa.sc.couchbase.com/job/test_suite_executor/,160813
centos-query_clusterops,http://qa.sc.couchbase.com/job/test_suite_executor/,160498
cen-nserv-autofailover-multi-node-failover-set2,http://qa.sc.couchbase.com/job/cen-nserv-autofailover-multi-node-failover-set2/,170
centos-query_curl,http://qa.sc.couchbase.com/job/test_suite_executor/,160506
centos-geo_sanity_04,http://qa.sc.couchbase.com/job/test_suite_executor/,161373
centos-durability_steady_state_6.5_ephemeral_P1_majority,http://qa.sc.couchbase.com/job/test_suite_executor-TAF/,3149
centos-transaction_swap_rebalance_durability_majority_and_persist_on_master_6.5_P0_Set2,http://qa.sc.couchbase.com/job/test_suite_executor-TAF/,3421
centos-rqg_joins_ansi_partitioned,http://qa.sc.couchbase.com/job/test_suite_executor/,160759
centos-analytics_rest_sql_plus_plus_query_dynamic_gsi,http://qa.sc.couchbase.com/job/test_suite_executor-jython/,7720
centos-2i_recovery-query-index-plasma,http://qa.sc.couchbase.com/job/test_suite_executor/,161068
centos-fts_querytime-scorch,http://qa.sc.couchbase.com/job/test_suite_executor/,160336
centos-xdcr_unidirectional-ssl-eph-1,http://qa.sc.couchbase.com/job/test_suite_executor/,160845
centos-rqg_analytics_subqueries,http://qa.sc.couchbase.com/job/test_suite_executor/,160569
cen006-p0-upgra-old_500_501_7buckets,http://qa.sc.couchbase.com/job/cen006-p0-upgra-old_500_501_7buckets/,98
centos-2i_doc-key-size-plasma-P0,http://qa.sc.couchbase.com/job/test_suite_executor/,160349
centos-fts_moving-topology-P1,http://qa.sc.couchbase.com/job/test_suite_executor/,161164
centos-xdcr_filtering-star-topology-eph_6.5_P1,http://qa.sc.couchbase.com/job/test_suite_executor/,160690
centos-query_sanity-SDK-compression-on-bucket-compression-active,http://qa.sc.couchbase.com/job/test_suite_executor/,160416
centos-durability_rebalance_in_out_persist_active_6.5_P0,http://qa.sc.couchbase.com/job/test_suite_executor-TAF/,3101
centos-nserv_rebalancein,http://qa.sc.couchbase.com/job/test_suite_executor/,160675
centos-go-sdk-server-situational-tests,http://sdkbuilds.sc.couchbase.com/view/GO/job/server-build-test-go/job/centos-go-sdk-server-situational-tests/,644
centos-rqg_analytics_aggregate,http://qa.sc.couchbase.com/job/test_suite_executor/,160527
centos-query_array-indexing-3_moi,http://qa.sc.couchbase.com/job/test_suite_executor/,160741
centos-query_skip_range_key_scan_6.5_P1,http://qa.sc.couchbase.com/job/test_suite_executor/,160356
centos-durability_replica_update_6.5_ephemeral_P0_majority,http://qa.sc.couchbase.com/job/test_suite_executor-TAF/,3218
centos-durability_bucket_compaction_6.5_P1_persist_active,http://qa.sc.couchbase.com/job/test_suite_executor-TAF/,3331
cen006-p0-upgra-old_550_7buckets,http://qa.sc.couchbase.com/job/cen006-p0-upgra-old_550_7buckets/,90
centos-durability_rebalance_out_durabilitybreaks_rebalance_in_majority_6.5_P1,http://qa.sc.couchbase.com/job/test_suite_executor-TAF/,3087
centos-xdcr_complex-topologies,http://qa.sc.couchbase.com/job/test_suite_executor/,161215
centos-eventing_sanity,http://qa.sc.couchbase.com/job/test_suite_executor/,160439
centos-query_tokens,http://qa.sc.couchbase.com/job/test_suite_executor/,160360
centos-fts_custom-map-n1ql-rqg-scorch_6.5_P1,http://qa.sc.couchbase.com/job/test_suite_executor/,160676
centos-durability_tunable_rebalance_in_out_majority_6.5_P0,http://qa.sc.couchbase.com/job/test_suite_executor-TAF/,3361
centos-durability_rebalance_out_durabilitybreaks_rebalance_in_majority_6.5_P0,http://qa.sc.couchbase.com/job/test_suite_executor-TAF/,3010
centos-java-sdk-qe-feature-tests,http://sdkbuilds.sc.couchbase.com/view/JAVA/job/feature-java/job/centos-java-sdk-qe-feature-tests/,536
centos-rqg_ansi_joins_partitioned,http://qa.sc.couchbase.com/job/test_suite_executor/,160588
centos-xdcr_filtering-chain-topology_6.5_P1,http://qa.sc.couchbase.com/job/test_suite_executor/,160890
centos-go-sdk-vulcan-ipv6,http://sdkbuilds.sc.couchbase.com/job/centos-go-sdk-vulcan-ipv6/,210
centos-durability_fail_over_6.5_P0_persist_active,http://qa.sc.couchbase.com/job/test_suite_executor-TAF/,3097
centos-2i_bootstrap,http://qa.sc.couchbase.com/job/test_suite_executor/,160689
centos-nonroot-os_certify-rbac,http://qa.sc.couchbase.com/job/centos-nonroot-os_certify-rbac/,259
cen006-p1-epeng-vset00-00-memory-sanity,http://qa.sc.couchbase.com/job/cen006-p1-epeng-vset00-00-memory-sanity/,949
centos-nserv_rebalanceout-ephemeral,http://qa.sc.couchbase.com/job/test_suite_executor/,161278
centos-nonroot-os_certify-xdcr,http://qa.sc.couchbase.com/job/centos-nonroot-os_certify-xdcr/,262
centos-query_sanity-SDK-compression-on-bucket-compression-active-2,http://qa.sc.couchbase.com/job/test_suite_executor/,160791
centos-cli_rebalance-stop,http://qa.sc.couchbase.com/job/test_suite_executor-docker/,29673
centos-query_index4_moi,http://qa.sc.couchbase.com/job/test_suite_executor/,160858
centos-2i_scan-consistency-multi-bucket-memdb-red,http://qa.sc.couchbase.com/job/test_suite_executor/,160652
centos-fts_querytime-n1ql-scorch_6.5_P1,http://qa.sc.couchbase.com/job/test_suite_executor/,160374
centos-durability_bucket_compaction_6.5_P1_majority,http://qa.sc.couchbase.com/job/test_suite_executor-TAF/,3330
centos-fts_rbac-scorch,http://qa.sc.couchbase.com/job/test_suite_executor/,160333
centos-transaction_newfailover_durability_persist_to_majority_6.5_P0_Set1,http://qa.sc.couchbase.com/job/test_suite_executor-TAF/,3025
centos-eventing_recovery,http://qa.sc.couchbase.com/job/test_suite_executor/,160808
centos-eventing_n1ql,http://qa.sc.couchbase.com/job/test_suite_executor/,160798
cen7-sync-gateway-functional-tests-base-cc,http://uberjenkins.sc.couchbase.com:8080/job/cen7-sync-gateway-functional-tests-base-cc/,2546
centos-2i_array-indexing-plasma,http://qa.sc.couchbase.com/job/test_suite_executor/,160334
centos-2i_scan-consistency-multi-bucket-plasma-red-SDK-compression-off-bucket-compression-active,http://qa.sc.couchbase.com/job/test_suite_executor/,160669
centos-lcb-sdk-vulcan-ipv6,http://sdkbuilds.sc.couchbase.com/job/centos-lcb-sdk-vulcan-ipv6/,258
centos-ipv6_analytics_rest_dp3_ipv6,http://qa.sc.couchbase.com/job/test_suite_executor-jython/,7729
centos-transaction_rebalance_in_out_durability_majority_6.5_P0_Set1,http://qa.sc.couchbase.com/job/test_suite_executor-TAF/,3383
cen006-nserv-autofailover-network-split,http://qa.sc.couchbase.com/job/cen006-nserv-autofailover-network-split/,396
centos-query_stats_moi,http://qa.sc.couchbase.com/job/test_suite_executor/,160869
centos-nserv_negative-failover,http://qa.sc.couchbase.com/job/test_suite_executor/,161270
centos-transaction_rebalance_out_durability_persist_to_majority_6.5_P0_Set1,http://qa.sc.couchbase.com/job/test_suite_executor-TAF/,3127
centos-durability_rebalance_out_majority_6.5_P0,http://qa.sc.couchbase.com/job/test_suite_executor-TAF/,3301
centos-cli_bucket-compact,http://qa.sc.couchbase.com/job/test_suite_executor-docker/,29654
centos-backup_recovery_online-upgrade,http://qa.sc.couchbase.com/job/test_suite_executor/,160726
centos-nserv_nserv-rebalanceinout_P1_Set1,http://qa.sc.couchbase.com/job/test_suite_executor/,160794
centos-ipv6_sanity-mix,http://qa.sc.couchbase.com/job/test_suite_executor/,161412
centos-epeng_connection,http://qa.sc.couchbase.com/job/test_suite_executor/,161401
centos-2i_doc-key-size-memdb-P1,http://qa.sc.couchbase.com/job/test_suite_executor/,160704
centos-backup_recovery_mh-enhance_6.5_P1,http://qa.sc.couchbase.com/job/test_suite_executor/,160479
centos-query_aggr_pushdown_recovery,http://qa.sc.couchbase.com/job/test_suite_executor/,160460
centos-fts_moving-topology-P0-scorch,http://qa.sc.couchbase.com/job/test_suite_executor/,160355
centos-query_index_moi,http://qa.sc.couchbase.com/job/test_suite_executor/,160861
centos-fts_mem-only-indexes,http://qa.sc.couchbase.com/job/test_suite_executor/,161160
centos-durability_subdoc_syncwrite_failures_6.5_ephemeral_P0_majority,http://qa.sc.couchbase.com/job/test_suite_executor-TAF/,3324
centos-query_prepared_gsi,http://qa.sc.couchbase.com/job/test_suite_executor/,160531
centos-analytics_rest_metadata_replication,http://qa.sc.couchbase.com/job/test_suite_executor-jython/,7728
centos-2i_scan-consistency-single-bucket-memdb,http://qa.sc.couchbase.com/job/test_suite_executor/,160678
centos-nserv_rebalanceout,http://qa.sc.couchbase.com/job/test_suite_executor/,160814
centos-2i_rebalance_red_plasma,http://qa.sc.couchbase.com/job/test_suite_executor/,161241
centos-lcb-sdk-server-upgrade-spock-to-higher,http://sdkbuilds.sc.couchbase.com/view/LCB/job/server-build-test-lcb/job/centos-lcb-sdk-server-upgrade-spock-to-higher/,319
centos-query_misc,http://qa.sc.couchbase.com/job/test_suite_executor/,160509
centos-query_sanity_extended,http://qa.sc.couchbase.com/job/test_suite_executor/,160427
centos-query_prepared-additionaltests,http://qa.sc.couchbase.com/job/test_suite_executor/,160576
centos-query_tools-dynamic_moi,http://qa.sc.couchbase.com/job/test_suite_executor/,160615
centos-cli_server-add,http://qa.sc.couchbase.com/job/test_suite_executor-docker/,29676
centos-eventing_rebalance_source_bucket_mutation_6.5_P1,http://qa.sc.couchbase.com/job/test_suite_executor/,161230
centos-transaction_swap_rebalance_durability_persist_to_majority_6.5_P0_Set2,http://qa.sc.couchbase.com/job/test_suite_executor-TAF/,3032
centos-2i_rebalance_yellow_memdb,http://qa.sc.couchbase.com/job/test_suite_executor/,160848
cen7-sync-gateway-functional-tests-topology-specific-cc,http://uberjenkins.sc.couchbase.com:8080/job/cen7-sync-gateway-functional-tests-topology-specific-cc/,1835
